month,emi_wogs_gte_4_lbs_fresh_80,emi_wog_2_5_4_0_lbs_fresh_70,emi_wog_marinated_fresh_87,emi_8_9_piece_lt_2_5_lbs_fresh_100,emi_8_9_pc_marinated_fresh_125,emi_front_halves_all_fresh_133,emi_breast_whole_split_fresh_220,emi_breast_whole_split_small_fresh_222,emi_bs_breast_unsized_medium_fresh_270,emi_bs_breast_unsized_jumbo_fresh_271,emi_bs_breast_unsized_small_fresh_272,emi_breast_trim_lte_5_fat_fresh_312,emi_breast_trim_6_15_fat_fresh_315,emi_tenders_medium_fresh_320,emi_tenders_jumbo_fresh_321,emi_tenders_small_fresh_340,emi_whole_wings_fresh_350,emi_whole_wings_jumbo_fresh_370,emi_wings_drmts_midjnt_jumbo_fresh_411,emi_wings_drmts_midjnt_fresh_412,emi_leg_quarters_fresh_500,emi_leg_quarters_jumbo_fresh_501,emi_whole_legs_fresh_510,emi_whole_legs_jumbo_fresh_530,emi_drumsticks_jumbo_fresh_541,emi_drumsticks_fresh_542,emi_bs_legmeat_fresh_560,emi_thighs_fresh_570,emi_bs_thighs_fresh_590,emi_msc_lte_15_fat_fresh_800,emi_msc_gt_15_fat_fresh_810,emi_2_5_3_lb_wog_equivalent_fresh_92,emi_whole_wings_small_fresh_352,emi_whole_wings_medium_fresh_351,emi_wings_drmts_midjnt_medium_fresh_413,emi_wings_drmts_midjnt_small_fresh_414,emi_bs_breast_unsized_all_frozen_273,emi_wing_tips_frozen_380,emi_wings_drmts_midjnt_frozen_410,emi_leg_quarters_frozen_500,emi_leg_quarters_jumbo_frozen_501,emi_bs_thighs_frozen_590,emi_msc_all_frozen_820
2/1/18,93.73,85.47,80.08,100.13,93.22,72,98.42,97.29,100.41,95.7,132.08,81.08,65.4,173.25,165.06,201.57,146.81,142.8,179.13,186.46,35.4,35.55,41.24,38.61,36.17,48.55,98.53,45.38,108.67,22.6,23.39,102.93,137.75,155.27,191.86,180.25,88.22,27.3,162.11,33.21,30.07,97.83,27.46
3/1/18,102.51,94.36,80.74,100.19,93.34,73.56,103.06,100.32,116.77,114.83,147.43,84.57,65.63,170.32,160.28,195.52,142.44,136.86,162.6,173.02,37.19,37.26,43.04,41.18,36.07,48.76,99.46,45.94,109.69,22.98,23.41,103.46,133.69,147.92,176.4,168.64,92,28.6,127.22,35.03,32.93,99.63,27.67
4/1/18,109.27,101.91,81.6,100.64,93.88,73.29,104.03,102.75,124.8,123.78,164.28,85.3,62.96,166.47,158.31,193.67,135.18,128.84,155.75,164.74,39.14,38.29,44.68,42.12,36.38,47.84,101.7,46.04,111.52,23.52,23.35,104.15,123.96,141.11,165.62,163.47,93.59,28.35,150.06,36.86,34.18,103.8,27.55
5/1/18,111.87,106.43,82.07,101.31,94.36,75.8,103.23,109.22,118.69,112.19,159.35,85.94,63.93,170.57,163.83,202.76,133.6,129.16,152.79,160.76,37.61,37.18,41.29,37.47,36.26,47.75,101.76,45.71,111.19,23.48,23.34,105,123.38,139.61,162.06,158.4,95.19,30.94,152.15,35.62,31.62,103.63,27.86
6/1/18,111.51,108.52,82.63,102.65,94.64,77.91,104.43,113.07,111.23,104.26,150.16,86.19,60.35,165.45,156.66,205.97,134.14,127.77,151.06,159.98,35.11,33.73,35.57,32.61,36.17,48.08,98.16,46.04,111.3,23.2,23.41,105.98,125.9,137.85,161.49,156.91,87.88,25.6,148.36,31.91,29.84,103.77,27.82
7/1/18,100.85,101.02,82.5,103.34,95.04,76.66,100.1,104.72,117.2,110.63,142.35,86.95,59.31,177.89,172.53,212.94,132.73,138.64,159.73,158.29,31.67,30.75,34.1,31.08,36.66,47.37,97.03,46.28,111.86,23.24,23.47,106.35,129.91,134.25,158.39,158.11,92.58,22.52,145.45,30.02,27.73,101.76,28.43
8/1/18,89.52,85.59,82,103.47,95.13,76.92,87.59,98.48,103.17,95.09,119.9,84.74,58.02,158.25,146.11,211.92,115.57,142.43,163.47,155.13,30.52,29.05,32.59,28.74,35.85,47.45,96.13,43.22,111.96,23.34,23.36,105.71,119.73,113.49,159.31,146.54,78.16,0,152.38,29.99,27.08,98.97,28.66
9/1/18,84.35,81.62,82.05,102.48,94.93,76.24,78.86,87.86,94.7,85.96,145.81,78.71,56.57,147.07,128.09,218.45,116.84,149.18,169.5,157.45,28.77,27.22,29.57,26.57,31.87,44.35,96.98,38.92,112.51,23.44,23.44,104.37,130.49,112.55,163.88,144.9,79.6,0,149.39,29.17,26.65,102.34,27.71
10/1/18,88.3,82.87,82.45,101.04,94.82,74.97,73.07,90.74,90.53,81.74,156.2,76.79,53.31,141.18,127.7,218.59,121.9,153.35,178.33,164.1,26.96,26.03,27.88,25.39,30.91,43.69,97.03,36.1,112.43,23.24,23.28,104.2,127.38,119.54,169.75,153.32,74.23,22.91,150.24,27.04,26,95.31,26.55
11/1/18,91.48,86.22,82.63,100.61,95.06,73.5,74.57,76.98,84.43,78.07,150.01,72.89,52.93,141.33,125.59,211.68,116.11,141.75,171.92,163.09,25.64,24.15,26.65,23.24,29.64,41.73,96.42,33.47,112.09,23.2,23.16,103.97,120.14,113.95,168.98,150.94,72.27,19.78,151.11,25.93,26.52,91.32,26.45
12/1/18,94.17,88.55,82.38,100.3,94.89,75.71,84.57,87.03,88.41,82.42,152.98,75.64,54.46,141.32,127.83,212.97,119.79,149.36,171.85,165.38,26.13,25.57,31.94,30.46,29.12,38.79,93.61,37.95,111.82,23.08,23.13,104.11,133.16,113.49,171.19,152.22,70.72,0,147.99,25.85,26.72,90.92,26.48
1/1/19,103.86,96.52,82.83,100.53,94.62,70.41,101.54,91.95,97.45,93.93,151.13,65.71,51.51,156.45,149.16,211.55,145.43,174.25,189.49,181.08,28.63,28.8,39.65,38.94,30.23,41.79,95.59,45.79,110.7,21.75,22.34,104.52,159.38,139.82,184.28,173.48,75.74,22.74,168.94,27.28,27.48,90.68,24.87
2/1/19,97.91,86.72,81.46,100.7,94.74,71.53,101.45,97.82,105.15,98.21,172.76,64.66,55.55,177.86,167.48,226.86,160.07,188.19,203.86,198.86,31.41,29.92,38.93,36.62,30.31,40.56,95.56,45.74,110.35,21.43,22.34,104.12,164.66,157.11,201.2,193.93,81.37,20.24,159.16,28.45,27.79,93.67,24.88
3/1/19,99.76,89.13,80.96,100.6,95.43,72.6,104.56,100.94,110.85,106.6,171.58,66.35,57.06,182.32,170.87,236.16,162.22,181,199.2,192.43,34.35,36.03,47.51,47.04,30.59,41.91,98.76,50.16,111.69,21.58,22.3,104.17,172.99,156.01,197.57,182.11,92.21,0,184.45,30.66,30.34,92.06,25.09
4/1/19,96.78,94.51,81.8,100.6,95.77,80.25,104.95,108.54,120.51,116.8,167.97,72.28,59.97,185.78,172.42,236.51,177.9,195.69,213.47,207.81,37.46,38.88,48.08,47.66,30.97,42.25,101.94,54.38,113.88,21.74,22.32,104.93,189.19,171.69,210.55,202.27,105.21,22.77,190.52,33.38,33.56,97.31,25.04
5/1/19,98.6,96.24,81.2,100.83,95.73,78.99,105.22,104.58,114.81,107.7,172,72.46,60.99,186.86,171.8,236.93,176.33,185.7,206.87,206.09,39.67,40.72,50.91,49.69,33.13,42.83,103.53,54.7,116.74,22.16,22.86,105.2,183.11,172.71,209.52,200.06,105.41,24.52,180.87,36.5,36.99,106.44,25.14
6/1/19,90.56,90.56,80,102.01,95.39,73.64,104.66,105.75,109.18,104.8,169.84,74.28,61.36,187.29,172.73,236.18,175.23,182.15,203.25,201.73,41.17,41.58,50.93,49.95,36.04,43.62,104.41,57.49,122.2,22.39,23.32,105.07,181.55,172.15,205.09,197.15,102.56,24.06,190.99,39.87,39.31,108.08,27.65
7/1/19,86.86,83.72,79.6,101.52,95.48,69.9,106.64,106.27,102.34,98.57,161.3,76.36,63.39,186.2,171.58,237.43,171.35,181.07,201.86,200.87,42.61,41.84,51.58,50.18,37.49,45.47,104.58,59.43,120.69,22.28,23.28,104.98,182.66,166.2,203.61,196.91,97.56,24.41,183.04,42.58,41.91,110.36,28.08
8/1/19,81.62,77.56,79.12,101.42,95.48,70.81,99.9,104.61,96.59,92.73,156.28,74,63.46,174.6,156.02,230.67,166.96,182.45,202.11,200.76,41.66,40.65,49.63,48.48,35.72,44.33,103.84,53.7,109.68,22.05,23.2,104.73,183.17,159.37,204.24,196.08,92.7,22.69,191.1,42.01,41.36,102.48,27.48
9/1/19,77.16,74.56,78.63,98.32,95.34,69.9,91.87,97.68,93.84,82.05,151.6,85.55,63.02,167.51,151.86,229.24,165.85,183.02,202.31,201.74,36.02,35.66,42.8,41.74,31,39.58,102.54,43.16,106.61,21.96,23.21,104.27,178.32,160.48,203.84,198.85,80.88,18.09,182.85,37.01,35.84,94.96,23.43
10/1/19,80.36,78.82,79.01,99.77,95.39,72.23,87.46,96.36,101.47,78.26,145.91,83.65,62.43,157.08,139.63,222.11,150.66,174.99,197.68,196.18,29.03,28.3,35.37,34.2,27.76,37.75,101.04,36.39,102.91,21.9,22.48,104.03,159.27,144.32,201.79,187.57,76.68,17.75,197.98,30.99,30.17,93.78,26
11/1/19,78.33,77.25,79.74,99.84,95.04,69.86,89.82,86.8,102.3,79.55,148.7,84.9,62.35,136.09,124.13,213.01,137.05,156.05,182.02,183.77,28.42,29.22,39.08,36.69,28.11,38.24,98.9,34.69,101.89,21.58,22.16,103.22,147.43,129.95,190.01,172.58,74.8,18.73,185.73,28.18,28.34,89.57,25.61
12/1/19,86.65,85.06,79.25,99.89,95.07,73.36,89.79,85.26,103.21,87.13,148.71,81.6,61.4,132.9,123.42,211.79,141.01,160.5,182.21,181.34,34.09,34.9,49.45,46.07,31.4,40.56,102.87,38.39,104.65,21.68,22.11,103.65,156.76,133.34,188.58,169.9,81.13,0,187.66,29.78,29.03,95.31,25.6
1/1/20,90.71,89.17,79.19,104.8,94.88,72.81,89.39,96.71,105.62,80.59,149.92,81.38,63.73,134.48,124.16,213,146.91,171.68,190.25,186.15,36.35,35.81,46.08,44.4,32.27,44.13,101.72,39.03,102.71,22.94,22.32,103.25,168.31,139.14,191.81,177.51,80.48,0,194.74,35.64,33.39,94.93,25.54
2/1/20,83.51,81.14,79.25,105.54,94.91,76,86.95,96.36,102.47,77.91,139.49,76.76,64.1,143.46,132.67,211.42,151.25,163.24,191.38,190.56,31.78,32.33,35.67,34.89,31.97,41.71,96.26,38.41,95.21,22.36,22.36,102.97,163.98,143.79,195.85,183.17,75.37,49.09,193.23,34.21,34.67,79.85,25.86
3/1/20,80.81,81.9,78.91,105.65,95.07,78.64,92,87.54,115.1,103.48,142.07,72.89,63.22,149.74,141.18,209.79,153.66,136.59,178.47,184.71,31.33,32.52,44.06,41.78,36.25,45.28,93.76,42.4,95.82,22.67,22.53,102.86,155.56,152.64,187.59,180.89,83.01,57.24,189.08,29.89,29.61,81.69,25.45
4/1/20,64.65,45.65,78.56,104.76,95.83,67.57,85.43,86.99,109.6,72.14,113.41,70.93,59.17,133.01,96.61,189.14,113.03,89.92,123.53,159.48,25.48,27.4,31.75,29.05,35.38,50.13,86.4,38.69,86.99,22.89,22.57,101.77,112.92,113.07,158.36,160.76,65.51,70.28,109.7,28.82,28.26,81.7,25.78
5/1/20,71.46,74.61,77.82,104.88,96.05,49.54,81.14,81.52,130.34,124.42,147.7,70.84,59.51,122.3,116.47,165.92,167.79,152.63,168.83,171.82,23.42,27.47,36.53,34.14,42.26,50.51,99.61,44.58,105.12,22.57,22.65,103.11,158.81,171.73,167.48,178.13,81.32,68.82,134.51,27.1,26.77,84.05,26.49
6/1/20,73.18,79.83,78.43,104.83,95.75,47.2,83.28,77.2,120.08,95.07,188.22,73.1,62.37,139.12,130.16,177.32,194.88,151.55,176.78,187.15,23.13,25.95,30.32,28.65,37.81,48.96,98.27,37.83,99.85,22.64,23.1,102.8,179.2,201.22,183.22,193.64,80.67,66.02,143.8,25.58,25.98,87.7,26.1
7/1/20,72.78,75.6,78.39,105.64,95.87,41.61,84.03,76.18,112.58,98.92,194.55,74.98,65.12,150.68,141.6,190.84,206.68,170.25,186.3,198.12,21.21,22.12,27.93,26.9,34.02,46.94,89.01,36.74,88.43,22.39,22.71,103.04,187.51,214.74,193.43,205.97,83.55,59.63,135.22,24.11,25.23,71.79,25.98
8/1/20,69.06,69.83,77.62,103.45,95.89,39.62,80.65,72.32,116.46,101.51,186.69,75.45,65.22,171.79,167.16,193.86,201.74,186.16,202.25,205.94,20.92,20.7,24.05,23.46,33.05,44.54,75.47,33.18,77.33,22.76,22.74,102.63,195.02,204.3,204.34,208.21,79.12,59.07,165.79,21.64,22.84,65.44,25.19
9/1/20,65.29,63.88,77.79,103.59,95.77,45.67,80.4,70.39,129.29,82.52,185.56,73.78,64.41,177.84,171.06,202.9,202.5,196.31,213.73,215.99,19.96,19.48,22.85,20.35,33.72,43.79,63.98,30.03,64.21,22.57,22.7,101.96,201.32,202.94,217.28,214.17,77.73,63.96,152.84,20.96,22.81,57.67,25.76
10/1/20,68.46,69.95,77.98,104.05,95.07,53.79,74.05,72.09,124.71,77.42,185.05,73.11,64.69,158.57,145.96,206.56,209.7,206.49,222.33,223.43,20.93,21.06,25.48,20.97,34.11,42.17,63.4,27.38,59.51,22.72,22.68,102.49,207.57,210.51,223.97,222.52,76.12,55.58,163.05,21.23,21.93,57.41,26.49
11/1/20,76.37,81.15,77.94,104.26,94.72,62.44,77.37,76.29,113.3,83.01,184.35,73.64,64.32,153.16,144.67,202.01,217.74,216.96,233.23,232.23,21.18,21.26,24.98,21.23,34.25,43.95,60.46,26.96,53.24,23.38,22.82,102.97,217.19,217.95,233.75,229.91,77.71,58.21,134.59,23.23,23.49,57.69,27.92
12/1/20,82.43,80.92,78.35,104.55,95.2,63.12,75.57,73.91,113.12,86.12,181.35,73.34,64.7,160.01,153.3,202.39,217.59,216.94,234.07,233.84,24.36,23.86,26.9,23.69,34.68,43.51,59.82,28.06,53.72,23.36,22.71,103.26,217.14,217.75,234.02,233.57,83.36,43.09,154.33,23.72,25.63,53.56,27.17
1/1/21,80.13,80.88,77.74,106.82,95.61,58.45,77.29,76.49,115.33,98.71,171.88,76.78,66.65,164.9,160.44,202.75,228.64,231.22,243.49,241.16,28.42,27.36,31.64,29.85,35.2,44.82,64.62,28.59,60.34,24.34,24.29,103.4,230.29,228.05,242.76,239.03,89.55,55.44,194.99,25.59,26.67,55.59,27.12
2/1/21,81.44,83.54,76.88,108.28,95.79,51.01,82.1,79.58,124.23,122.69,171.86,77.34,69,181.46,178.61,212.2,263.32,262.92,271.62,266.65,32.18,31.98,35.47,36.87,36.62,44.14,76.63,31.1,81.85,24.83,24.66,104.64,263.11,263.41,268.39,264.15,113.82,48.97,173.54,30.53,32.99,65.83,28.1
3/1/21,86.02,84.78,77.16,111.01,96.72,53.93,84.58,88.08,138.71,131.8,186.43,78.49,70.67,185.86,182.2,211.61,271.67,270.06,278.22,274.22,38.01,37.09,41.55,44.77,39.14,46.05,82.84,36.76,91.85,25.33,24.63,107.05,270.91,271.98,277.55,269.07,125.7,48.89,164.38,36.05,36.45,87.64,28.38
4/1/21,97.48,97.46,78.4,111.76,97.88,92.05,93.24,95.72,157.2,154.44,194.31,89.46,79.59,193.05,191.39,220.11,280.3,281.63,287.22,285.53,41.75,40.7,48.29,53.9,42.49,46.84,102.6,45.2,116.67,24.5,24.51,108.55,280.5,280.2,289.13,279,145.54,54.05,179.56,42.47,44.45,110.52,31.27
5/1/21,105.49,102.29,78.22,113.14,98.13,92.88,98.46,96.36,187.3,188.94,234.78,97.42,88.36,222.14,224.4,251.01,307.03,316.96,320.09,306.68,43,40.99,50.27,56.99,43.42,48.98,133.32,49.52,156.82,24.51,24.83,109.66,306.14,307.44,310.91,299.37,194.72,52.6,158.8,43.37,44.15,142.58,33.65
6/1/21,106.36,103.23,79.18,114.23,98.74,91.56,95.05,92.88,186.33,180.73,235.86,104.54,91.97,256.6,251.83,279.03,317.72,331.56,340.61,323.39,43.45,40.59,51.98,53.38,42.68,51.12,138.52,47.9,188,25.08,25.9,110.07,312.93,319.58,324.73,320.7,199.18,54.41,0,42.72,45.98,199.62,37.45
7/1/21,104.91,102.27,81.87,114.97,99.25,92.38,87.29,89.44,168.27,164.34,236.49,106,95.14,265.03,261.05,289.71,304.61,328.81,340.58,327.14,41.35,38.09,48.72,49.58,42.56,51.77,141.13,50.48,198.74,25.24,25.77,109.84,307.89,303.29,331.98,315.97,187.62,52.98,0,41.6,43.5,201.3,40.72
8/1/21,103,101.91,81.94,116.21,98.24,91.15,80.41,82.72,175.86,168.93,224.62,113.25,95.81,277.9,271.85,300.36,296.2,327.08,339.89,325.88,37.78,35.51,46.36,46.55,42.32,51.6,152.59,53.23,201.11,24.78,25.5,109.11,298.83,294.93,330.53,312.85,175,46.55,0,39.38,45.02,208.51,39.18
9/1/21,105.06,102.45,82.83,115,98.3,87.48,77.02,79.5,202.64,186.53,237.94,116.9,96.13,286.01,278.09,309.64,289.04,326.1,340.51,322.6,37.47,34.38,45.47,44.74,42.36,51.38,164.77,53.48,203.73,24.61,25.49,109.05,289.45,288.85,328.44,306.36,168,51.81,0,37.57,41.44,200.19,39.09
10/1/21,100.97,101.15,83.95,111.35,99.2,85.65,83.79,82.64,186.82,168.56,239.93,99.28,99.24,266.67,259.34,296.29,271.24,306.06,322.45,313.74,36.12,32,44.94,42.06,41.51,51.01,162.22,51.13,191.7,24.72,25.31,109.43,273.79,270.14,319.89,296.56,161.96,48.28,0,37,39.96,203.88,39.06
11/1/21,103.43,103.6,84.93,114.02,100.94,80.38,94.35,96.49,175.75,165.41,256.54,99.94,101.46,246.69,243.63,278.39,,270.41,292.92,,33.6,28.89,38.97,37.44,34.59,46.9,151.36,51.33,164.04,24.73,25.27,110.94,248.22,246.07,305.79,286.9,164.6,40.26,0,36.73,38.19,175.38,37.47
12/1/21,119.02,118,85.5,115.32,101.46,79.96,103.98,106.5,194.03,183.02,258.12,97.82,106.89,243.07,241.84,278.74,,262.4,283,,34.79,31.42,42.51,41.71,33.81,45.58,149.19,52.67,155.38,25.1,25.42,111.92,249.25,245.62,295.63,277.12,180.48,37.66,0,36.29,39.32,147.66,37.11
1/1/22,129.25,125.75,90.73,124.8,108.85,82.29,110.23,110.41,225.07,213.08,260.1,109.75,134.73,257.93,256.49,282.14,,270.13,288.57,,37.05,32.78,44.91,43.81,35.4,45.61,145.15,52.72,155.41,36.63,35.11,122.83,251.46,259.62,288.63,275.18,212.1,49.68,0,37.58,40.04,141.15,38.98
2/1/22,121.08,120.11,93.4,126.34,111.53,90.45,111.35,109.9,255.84,243.85,295.5,165.57,136.88,267.69,268.64,292.75,,256.67,280.25,,36.99,33.66,44.61,43.32,38.64,46.84,144.43,53.64,156.2,36.51,35.54,124.61,252.37,247.23,287.23,277.34,232.2,44.24,0,39.11,44.58,144.8,40.04
3/1/22,138.75,133.02,94.05,126.42,113.39,100.39,129.6,125.38,271.5,255.97,301.99,172.24,149.42,276.94,278.77,302.96,,217.09,239.84,,38.85,36.06,44.68,46.65,40.74,50.12,145.66,55.91,158.07,37.01,35.41,126.91,244.43,229.84,263.78,268.09,256.75,55.98,0,40.08,46.03,149.18,40.51
4/1/22,157.92,151.73,96.29,121.41,114.97,127.74,149.14,141.84,293.07,275.79,324.49,179.93,163.66,289.01,288.57,309.77,,182.95,215.57,,44.74,42.12,49.29,52.93,44.18,54.25,145.28,66.64,171.65,38.04,35.66,128.15,239.24,207.21,237.87,267.4,277,0,0,42.22,49.03,165,39.22
5/1/22,162.27,152.92,101.97,122.02,120.55,140.65,187.17,173.51,342.99,315.53,366.89,200.57,179.73,320.8,320.18,334.08,,171.33,199.5,,51.84,49.57,71.69,74.04,53.98,60.45,155.13,83.45,209.25,37.27,35.52,132.13,207.73,179.55,215.12,240.32,327,0,0,45.15,48.59,198.1,39.93
6/1/22,158.84,153.58,106.75,122.02,124.84,157.06,193.66,189.53,325.67,292.5,367.26,221.52,187.01,342.83,344.75,364.06,,173.25,198.01,,61.1,57.6,81.03,78.99,62.85,66.98,155.82,95.57,233.31,37.18,36.08,134.55,190.89,168.54,203.53,222.06,325.5,0,0,50.53,53.56,197.09,40.95
7/1/22,148.17,142.95,111.17,118.45,127.16,164.61,186.51,194.31,280.31,256.5,338.02,209.31,175.63,346.42,346.4,364.6,,149.41,184.58,,59.63,54.5,71.9,70.93,61.82,69.94,157.13,91.42,227.22,37.23,35.95,134.51,155.81,150.95,187.84,199.26,275.6,0,0,52.16,58.73,195.31,40.46
8/1/22,121.92,123.63,113.98,119.21,128.44,139.29,174.64,193.47,219.59,210.96,352.39,169.04,145.8,345.21,343.39,360.7,,121.71,152.8,,56.44,50.69,64.42,65.87,57.48,68.53,152.56,87.35,190.22,36.96,36.14,135.15,113.92,120.53,155.43,155.68,225,0,0,51.18,58.55,170.07,43
9/1/22,116.2,120.15,123.74,118.08,129.71,112.34,162.59,196.11,187.41,183.01,381.43,144.55,128.81,304.29,289.42,344.24,,123.62,152.64,,44.03,38.46,43.29,46.69,46.7,58.87,124.11,71.66,174.49,36.43,35.33,136.41,103.3,119.75,147.07,141.79,185.4,0,0,46.24,56.17,175.94,43.77
10/1/22,113.67,119.72,125.12,116.51,130.1,110.54,136.9,182.66,137.22,121.42,317.23,122.46,118.02,227.55,162.76,238.44,,113.17,144.39,,34.91,29.73,31.93,29.44,38.96,52.43,99.63,58.78,136.8,36.69,35.31,136.2,88.68,101.71,137.26,120.2,101.1,0,0,38.62,50.9,164.15,39.55
11/1/22,116.62,122.99,126.01,119.76,132.49,84.52,110.43,148.49,116.47,105.54,268.46,97.52,93.19,131.08,114.85,162.51,,92.84,120.75,,31.54,26.86,29.98,27.19,32.51,44.89,86.93,40.47,90.72,36.79,35.34,138.15,86.35,75.28,126.99,120.56,90.47,0,0,37.58,45.7,118.65,38.02
12/1/22,116.52,118.1,126.67,119.37,132.58,82.86,105.65,145.05,115.6,102.44,261.73,95.07,95.97,115.63,109.62,149.2,,78.43,105.49,,30.58,25.5,31.2,26.87,29.62,39.58,82.09,33.41,76.55,37.04,35.33,138.02,78.25,69.32,115.42,107.73,88.83,0,0,37.11,39.61,99.23,40.63
1/1/23,115.65,115.01,123.86,137.66,139.29,79.95,112.97,145.94,128.15,107.26,238.19,89.64,84.73,120.78,111.23,149.18,,89.3,109.65,,32.05,26.99,32.3,30.4,30.3,44.43,79.94,38.6,75.35,38.02,36.17,147.51,78.74,83.3,110.84,107.98,88.11,0,0,36.98,40.02,81.52,36.35
2/1/23,115.38,118.58,121.97,142.24,139.91,81.71,128.88,149.48,155.82,127.71,231.34,94.1,86.46,128.87,119.56,149.72,,111.42,130.4,,34.79,32.27,42.33,48.93,32.57,45.72,84.96,47.05,90.8,37.58,36.19,150.47,87.43,104.83,120.04,124.87,93.83,0,0,38.49,40.1,94.73,35.46
3/1/23,123.67,129.39,122.52,142.42,140.93,89.99,134.13,150.04,166.13,137.09,227.83,94.17,86.53,143.03,133.25,159.85,,100.72,124.76,,43.34,42.11,48.52,62.46,33.14,46.22,107.98,59.18,121.76,37.1,36.43,151.4,99.64,93.47,121.61,132.29,120,0,0,39.94,42.85,118.03,34.13
4/1/23,135.71,138.42,122.98,138.98,141.89,92.11,132.94,151.71,164.34,133.75,225.66,94.13,85.31,164.09,159.5,182.81,,94.48,117.29,,48.57,46.68,51.94,64.67,33.33,46.14,114.09,60.86,129.86,36.93,36.66,153.02,98.57,76.25,118.08,127.09,120,0,0,43.23,46.65,137.04,32.74
5/1/23,139.08,142.09,123.37,141.19,141.57,95.29,144.4,159.56,163.33,138.98,235.16,87.69,76.44,184.57,188.87,209.77,,83.41,105.31,,50.89,48.23,59.39,63.91,34.73,46.59,117.36,65.01,133.66,36.5,35.94,153.71,81.46,75.45,107.41,108.67,129.34,0,126.02,43.76,52.13,139.82,31.98
6/1/23,136.49,137.37,122.84,142.61,141.11,94.43,153.88,162.26,136.69,133.88,223.86,91.27,70.33,195.81,196.97,229.62,,83.5,107.28,,48.71,45.99,58.81,60.43,34.72,47.91,116.43,65.62,134.83,36.32,35.26,152.99,78.14,83.69,107.46,107.93,104.65,0,131.25,44.72,51.99,139.14,32.04
7/1/23,114.33,114.39,117.16,140.57,140.53,91.85,143.99,161.19,127.75,124.35,192.4,91.27,61.15,202.29,195.02,232.37,,99.92,119.27,,45.77,43.54,52.82,56.09,35.03,47.13,115.91,66.93,135.3,36.14,34.98,150.67,79.16,92.42,115.56,107.53,111.23,0,134.17,43.14,47.39,141.61,33.25
8/1/23,98.13,100.71,113.81,139.16,139.67,80,133.75,156.49,143.17,142.14,219.2,79.4,64.95,209.67,205.56,236.72,,125.64,143.68,,41.69,39.93,49.64,48.65,34.63,48.38,116.34,67.05,138.05,36.59,35.39,147.77,90.66,113.35,137.82,122.25,117.31,0,131.64,40.52,45.24,144.49,33.76
9/1/23,103.34,105.88,113.74,137.62,138.77,90.07,133.24,155.97,162.13,159.92,204.92,81.74,72.72,227.28,227.36,250.45,,156.34,173.22,,41.69,40.9,55.81,56.21,35.53,51.05,119,67.33,148.34,36.92,35.12,147.8,112.81,142.59,163.32,141.58,138.94,0,139.46,39.13,47.04,151.8,32.55
10/1/23,103.72,103.68,113.73,135.24,137.68,90.01,124.16,155.24,116.12,117.48,175.5,75.39,70.04,200.73,185.96,256.01,,164.24,184.85,,40.48,38.41,52.36,50.44,34.74,50.25,119.44,66.9,144.25,37.04,35.07,146.73,124.54,139.2,177.95,150.47,102.25,0,135.59,40.42,46.27,145.27,31.38
11/1/23,100.83,108.73,113.49,136,135.56,83.39,122.44,155.55,103.47,106.7,159.02,73.05,64.97,168.61,133.06,240.8,,153.77,178.36,,40.63,37.92,51.17,47.47,33.22,47.62,102.58,62.13,114.02,36.32,34.99,146.07,125.69,129.85,176.46,150.93,97.57,0,145.53,42.38,45.72,119.06,30.6
12/1/23,110.78,125.61,111.32,136.66,135.08,79.9,118.97,155.77,120.63,106.31,148.49,76.1,64.24,185.04,128.65,233.15,,150.97,174.59,,40.98,40.66,47.5,50.08,33.69,52.31,97.1,63.38,102.62,36.17,35.14,147.1,132.89,151.62,181.98,157.74,102.49,78.89,138.66,43.16,46.17,107.53,30.33
1/1/24,113.56,124.91,108.91,132.17,132.99,83.4,125.71,154.83,137.54,117.84,158.56,90.62,66.16,178.59,137.58,221.37,,167.34,186.17,,42.97,42.54,45.33,52.34,35.22,54.03,100.4,65.39,107.64,31.7,29.97,144.65,152.23,180.53,189.01,174.92,118.05,79.36,153.39,43.03,45.91,112.22,29.55
2/1/24,107.68,117.01,106.47,129.6,130.46,89.95,123.63,162.89,153.38,127.55,147.93,99.93,83.55,173.22,155.36,240.07,,192.03,207.16,,44.97,43.49,47.93,52.51,39.27,57.6,111.43,69.26,127.19,29.79,29.78,141.66,176.19,205.45,202.78,194.1,126.4,69.99,138.49,44.64,47.81,128.53,30.42
3/1/24,109.13,121.65,106.8,129.99,130.48,94.33,128.17,171.16,164.7,158.11,189.74,110.03,94.98,193.18,178.19,274.07,,215.02,229.4,,47.2,46.49,53.37,62.25,41.85,54.91,115.89,82.44,148.41,30.54,29.52,142.03,204.47,225.05,221.44,221.44,151.02,0,172.89,46.27,52.84,140.82,30.1
4/1/24,115.54,125.7,106.55,127.91,130.23,102.66,129.23,176.61,179.39,170.01,212.03,111.78,101.3,214.07,201.57,295.47,,225.81,241.25,,49.26,49.46,56.76,64.61,41.49,57.51,118.83,90.79,159.31,31.48,29.48,141.81,218.99,221.15,234.34,234.96,170.92,105.67,237.47,48.48,53.81,162.53,30.71
5/1/24,115.02,125.07,105.67,127.84,129.04,109.8,133.1,178.6,182,177.37,221.88,114.64,100.3,232.59,223.68,306.96,,232.18,245.49,,51.07,51.13,60.17,70.44,40.86,58.22,124.33,96.72,167.72,30.85,29.23,141.63,224.36,231.16,245.22,242.66,184.91,101.01,192.61,49.47,52.77,162.63,30.31
